name,stand,country,description,sectors
Pharmacian,"TBC, TBC",Morocco,"PharmacIAn is a Moroccan health-tech company that transforms how independent pharmacies manage patient demand. Currently, pharmacies lose over 180,000 MAD annually because patient requests arrive unan",HealthTech; Artificial Intelligence; Software Services; Cloud Services; Retail Tech; CRM (Customer Relationship Management) Software; Employee Management - Task Management Systems; E-commerce & M-commerce - Click & Collect Solutions; Healthcare IT; Software as a Service - SaaS
PLAKKAR,"23D-26, Hall 23",Morocco,"Plakkar is a social marketplace for second-hand fashion, designed to make buying and selling clothes simple, affordable, and engaging. Users can discover unique pieces, sell items easily, and connect ","Media, Marketing & Advertising Tech; Retail Tech; Creative Economy; Ecommerce; E-commerce & M-commerce - Product Search & Discovery; E-commerce & M-commerce - Mobile Commerce; E-commerce & M-commerce - E-Commerce Platforms; Sustainability & Green Economy; Digital Marketing; Data Analytics"
POGO,"22B-48, Hall 22",Morocco,"POGO is the Kingdomâs premier GreenTech ecosystem, redefining urban transit through an intelligent network of connected electric mopeds. Currently operating across 8 strategic Moroccan cities, POGO ",Smart Cities; Mobility & Transport
POLYTEL,"1A-7, Hall 1",Morocco,"POLYTEL est une sociÃ©tÃ© spÃ©cialisÃ©e dans lâimportation, la distribution et lâintÃ©gration de solutions professionnelles destinÃ©es aux secteurs industriels, logistiques, commerciaux et adminis",Data Centres; Education Tech; HealthTech; Future Mobility & Transportation; 5G & Telecommunications; Other Business; Laboratory Technology; Laboratory Facilities; Healthcare IT; Dealers and Distributors Healthcare
Premium Technology and Services,"23D-06, Hall 23",Morocco,"Premium Technology and Services is an innovative fintech leader specializing in digital payment solutions. We develop cutting-edge tools for banks, financial institutions, and payment companies, enabl",Digital Finance; Digital Payment; Card Service Card; Banking Solutions; POS Machines & Payment Solutions; Payments / Wallets / Exchange Gateways; Payment Gateways; E-Payment Solutions
Prestige Informatique,"9D-33, Hall 9",Morocco,"Since 1994, Prestige Digital Solutions has been supporting public institutions, ministries, and financial organizations in designing and deploying mission-critical digital systems across Africa.<br />",Digital Finance; Coding and Development; Cyber security; Artificial Intelligence; Big Data & Analytics; Chatbots / Virtual Assistant; Developer Tools / Platforms; Cloud Solutions - Private and Public; Banking Solutions; Artificial Intelligence
Preventiva,"22B-23, Hall 22",Morocco,"Preventiva helps industrial companies reduce fire risks and improve safety performance.<br />
<br />
We combine firefighter expertise with immersive Virtual Reality (XR) and real equipment to deliver ","Cyber security; Smart Cities; Blockchain; Coding and Development; Education Tech; Education Technology Solutions; Immersive technologies - Virtual, Augmented, Mixed Realities - VR, AR, MR; Internet of Things (IoT) Security; Metaverse"
PROCIA,"23B-54, Hall 23",Morocco,"PROCIA is a sovereign AI agent Builder platform designed to help enterprises deploy trustworthy, governed, and scalable AI across critical business processes.<br />
<br />
Built for regulated and comp",Artificial Intelligence; Cloud Services; Natural Language Processing (NLP); Natural Language Generation (NLG); Machine Learning; Humanoids & Humanoid Robots; Facial / Iris Recognition; Deep Learning Platforms; Data Extraction; Content Creation
Profinance AAS,"17B-30, Hall 17",Morocco,"Profinance AAS is a professional services firm providing Audit, Advisory and Digital Transformation Strategy implementation empowering our clients to unlock their success.<br />
Our team help Organisa",Regulatory Technology; Digital Finance; Education Tech; Artificial Intelligence; Big Data & Analytics; Wealth Management Software; Taxation Solutions; Billing / Invoicing Software; Big Data / Digitisation / Analytics; Auditing Solutions
PROWAY.AI,"TBC, TBC",Morocco,"PROWAY.AI is an AI-powered career and skills development platform designed to help individuals, coaches, and organizations better understand competencies, identify strengths, and make informed career ","Artificial Intelligence; 3D Printing & Printing Services; Chatbots / Virtual Assistant; Solutions for component processing - Operation and Process Organizing Software (ERP, PPS, BDE)"
pwc advisory,"7C-10, Hall 5",Morocco,"PwC helps organizations of all sizes and across all sectors to build trust, reinvent themselves, and stand out in a complex world. Its advisory, audit, and legal and tax services combine technological",
Qera,"22D-38, Hall 22",Morocco,"Qera is an AI-powered mobile app that transforms how people shop in supermarkets. Instead of scanning products one by one, users simply take a photo of a shelf and instantly receive a clear, color-cod",Artificial Intelligence; AgriTech & FoodTech; Retail Tech; Sustainable Technology; Store Operations - Automation; Merchandise Planning & Inventory Management - Space Management/Planograms & Visual Merchandising; Merchandise Planning & Inventory Management - Product Lifecycle Management; Merchandise Planning & Inventory Management - Merchandise Management & Master Data Management; Merchandise Planning & Inventory Management - Inventory Management; Merchandise Planning & Inventory Management - Forecasting
QUBE Testing,"22B-83, Hall 22",Morocco,"QUBE Testing develops compact, cost-effective environmental testing systems for small satellites, enabling faster and more accessible qualification to space standards. Our core products include ALQUBE",Space Tech; Regulatory Technology
Quick Bricolage,"TBC, TBC",Morocco,,
RADA AI,"20B-86, Hall 20",Morocco,"RADA AI develops computer vision software that turns live video into real-time, actionable insights. Our solution connects directly to existing IP cameras, with no hardware changes, and runs AI models",Artificial Intelligence; Machine Learning; Computer Vision; AI-optimized Hardware
RayiTrack,"23B-28, Hall 23",Morocco,"RayiTrack is a smart livestock management platform designed for large cattle farms in Africa. It helps farmers digitize herd monitoring, health follow-up, farm operations, and financial management in ",Internet of Things (IOT); Artificial Intelligence; Software Services; Big Data & Analytics; AgriTech & FoodTech; Mobile Applications; Finance & Accounting Software; ERP (Enterprise Resource Planning) Software; Wearables; Platform Solutions
ReBean,"23D-22, Hall 23",Morocco,"ReBean is a circular economy startup combining an AI-powered SaaS platform with sustainable product innovation. We help businesses and industrial operators track, reduce, and monetize waste through sm",Artificial Intelligence; Big Data & Analytics; Coding and Development; Incubator/Accelerator/Investment; Sustainability & Green Climate - Tech; Trade & Industry Associations; Sustainable Systems - Recycling; Sustainable Systems - Processing; Sustainable Systems - Climate Intelligence; Sustainable Systems - Carbon Utilization
REBORN,"22B-84, Hall 22",Morocco,"REBORN is a SportsTech company transforming football through data and AI. We make elite-level performance analysis accessible to clubs, academies and players in emerging markets.<br />
<br />
Our plat",Artificial Intelligence; Deep Learning Platforms; Data Extraction; Computer Vision; Cognitive computing; AI-optimized Hardware; Predictive APIs; Pattern Recognition; Neural Networks; Machine Learning
Repartrust,"20D-65, Hall 20",Morocco,"ReparTrust is a digital operating system for auto repair and parts sourcing, connecting insurers, fleets, leasing companies, garages, and suppliers into one integrated ecosystem.<br />
<br />
The plat",
ReserNova,"23B-06, Hall 23",Morocco,"ReserNova is the Al Operating System digitizing the MENA region's offline economy, starting with wellness and beauty. Local salons lose up to 20% of revenue to the chaos of manual bookings and fragmen",Artificial Intelligence; Software Services; Cloud Services; CRM (Customer Relationship Management) Software; Software as a Service - SaaS; Speech Recognition; Natural Language Processing (NLP); Chatbots / Virtual Assistant
RestInnov,"TBC, TBC",Morocco,"Our startup operates at the intersection of real estate, hospitality, and operational technology. We manage a growing portfolio of short-term rental properties in Morocco, focusing on consistent quali",PropTech; Tenant Experience; Smart Homes & Buildings; PMS; Listings & Brokerage Tech; AI & IoT
RETIC,TBC,Morocco,,
REVEN,"22B-63, Hall 22",Morocco,"REVEN is an AI-native social media app for luxury resale, born in Morocco. Our generative AI powers the entire value chain: automated listing generation from a simple photo, intelligent pricing based ","Retail Tech; Ecommerce; Customer Experience & Retention - AI & Machine Learning; Web App, Design and Development; E-commerce & M-commerce - Social Commerce; Platforms; eCommerce Software"
RIFL Biometrics,"11A-02, Hall 10",Morocco,"RIFL Biometrics is a Moroccan company based in Casablanca since 2006, specialized in the design, integration, and maintenance of biometric access control, time and attendance, identification, and vide","Cloud Services; Artificial Intelligence; Cyber security; Networking & Infrastructure; Monitoring & Management Tools; Intrusion Detection Systems; Authentication User, Biometric Authentication and PKI; Facial / Iris Recognition; Software as a Service - SaaS"
Robots & More,"20B-52, Hall 20",Morocco,"Robots & More is a premier EdTech service provider and STEAM integrator headquartered in Morocco, dedicated to transforming African classrooms for the 21st century. Founded in 2017 by two engineers, i",Education Tech; STEAM Education & Robotics; Game Based Learning Programs & Simulations; Educational Support & Other Service; EdTech & Smart Classroom Solution
SafiConfirm,"23B-64, Hall 23",Morocco,"SafiConfirm is an AI-powered SaaS platform that automates COD order confirmation for e-commerce businesses in Morocco and the MENA region.<br />
Thousands of online sellers lose revenue daily to fake ","Artificial Intelligence; Big Data & Analytics; Coding and Development; Cloud Services; Ecommerce; Web App, Design and Development; eCommerce Software; Artificial Intelligence; Data as a Service - DAAS; Digital Transformation"
SAHAM BANK,"Sponsorship, Sponsorship",Morocco,"Saham Bank is a solid and committed bank that has been contributing to the countryâs economic development for over a century.<br />
Saham Bank has gradually established itself as a leading national ",
Sahl Financial,"22D-16, Hall 22",Morocco,"Sahl Financial builds Open Finance infrastructure for banks, fintechs, and lenders across Morocco and francophone Africa.<br />
Our APIs help businesses make better, faster financial decisions. AI cre",Artificial Intelligence; Big Data & Analytics; Cloud Services; Digital Finance; Wealth Management Software; Open Banking / API; Lending / P2P Lending; Interoperability / System Integration; Identity / Trust / Authentication; Emerging Tech
SaliencyLab,"22B-53, Hall 22",Morocco,"SaliencyLab is a software platform for creative evaluation and marketing decision support. <br />
<br />
We help marketers, founders, and creative teams review ads, landing pages, and messaging before","Media, Marketing & Advertising Tech; Artificial Intelligence; Data Analytics; AdTech; Natural Language Processing (NLP); Machine Learning; Computer Vision"
Sanadii,"22D-17, Hall 22",Morocco,"Sanadii is a Morocco-based financial services startup modernizing Moroccoâs traditional Daret (ROSCA/tontine) system through a digital, Shariah-compliant platform. The app enables users to create an","Cyber security; 3D Printing & Printing Services; Big Data & Analytics; Blockchain; Digital Finance; Open Banking / API; Islamic Fintech / Shariya Compliant; Application Security, Testing & Control; Payments / Wallets / Exchange Gateways; Data Privacy / Protection"
SBS DATA FACTORY,"17A-3.1, Hall 17",Morocco,"SBS Data Factory : LâaccÃ©lÃ©rateur de la transformation Fintech et Data en Afrique.<br />
<br />
Cabinet de conseil IT basÃ© au Maroc, SBS Data Factory accompagne les institutions financiÃ¨res et l",Cyber security; Artificial Intelligence; Software Services; Big Data & Analytics; Digital Finance; Mobile Applications; Finance & Accounting Software; CRM (Customer Relationship Management) Software; Business Intelligence Solutions; Data Analytics / Big Data / IoT
Scalift,"23B-01, Hall 23",Morocco,"Scalift is an AI-powered growth platform built exclusively for construction and renovation companies across Morocco and Europe.<br />
<br />
We automate the entire sales process â from AI-driven lea","Media, Marketing & Advertising Tech; Artificial Intelligence; PropTech; Construction Tech; Performance Marketing; Marketing Automation; Email Marketing; Digital Marketing; AdTech; Chatbots / Virtual Assistant"
Schneider Electric,"14C-30, Hall 14",Morocco,"Schneider Electric is a global energy technology leader, driving efficiency and sustainability by electrifying, automating, and digitalizing industries, businesses, and homes. <br />
<br />
Its techno",Data Centres; Software Services; 5G & Telecommunications; 3D Printing & Printing Services; Big Data & Analytics; Data Centres; Service Providers; Telecommunication Integration & Equipment Services; Manufacturing preparation / pre-processing - Material analysis and management software; Manufacturing preparation / pre-processing - Capacity planning software
Schoolify,"23C-09, Hall 23",Morocco,"Schoolify is a Web3-based school management platform with a mobile app, used across 14 countries worldwide, that connects schools, teachers, students, and parents to streamline learning, communication",Artificial Intelligence; Big Data & Analytics; Blockchain; Education Tech; EdTech & Smart Classroom Solution; Complete School Setup Solution; Collaborative learning and technology; Certification & Licensing; Intelligent Supply Chain; Payments / Wallets / Exchange Gateways
SEHALINK,"22B-01, Hall 22",Morocco,"SehaLink is a Moroccan healthtech platform that makes healthcare easier to access and manage. <br />
We digitize the entire patient journey, from booking appointments (teleconsultations or in-person v",HealthTech; Incubator/Accelerator/Investment; Community Health Services; Government; Healthcare Investor; Other Business
Shifti,"22C-32, Hall 22",Morocco,"Shifti is building the AI-powered infrastructure for temporary and flexible work in Africa, starting with Morocco.<br />
<br />
We enable businesses to quickly access reliable, on-demand workers for s",Software Services; Cloud Services; HR Tech; Recruitment
Sicotel Communications,"12C-60, Hall 12",Morocco,"SICOTEL communications delivers since 2004, best-in-class solutions to broad base of customers in Telecommunications, Hospitality, Government, Defense, Education, Commerce and Utilities sectors.<br />",
SINENSIS,"12A-10, Hall 12",Morocco,"Le concept de MFF se distingue par sa diversitÃ© de produits de haute qualitÃ©. Du thÃ© parfumÃ© aux arÃ´mes envoÃ»tants, des cafÃ©s soigneusement torrÃ©fiÃ©s, des sablÃ©s et gaufrettes croustillants,",3D Printing & Printing Services; Manufacturing preparation / pre-processing - Capacity planning software
SITELI CW,"22C-21, Hall 22",Morocco,SITELI CW is a water innovation company focused on enabling wastewater reuse for irrigation and green spaces.,3D Printing & Printing Services; Sustainability & Green Climate - Tech; Sustainable Systems - Recycling; Sustainable Systems - Processing; ESG Business Services - Advisory; Environmental Solutions - Water; Environmental Solutions - Waste to Energy; Design & Product Development - Engineering and part design
Skwilti,"23C-03, Hall 23",Morocco,"Skwilti is an AI-powered Kâ12 learning platform delivering personalized education through live classes, one-on-one tutoring, and intelligent content.<br />
Our mission is to democratize access to hi","Artificial Intelligence; Education Tech; Video for learning; STEAM Education & Robotics; Smart Class Room Solution; School Supplies & Educational Aid; Mobile learning solutions; Learning management infrastructure, methods and systems; EdTech & Smart Classroom Solution; Content libraries"
SLNK,"22B-51, Hall 22",Morocco,"SLNK is Morocco's first sovereign B2B SaaS platform for intelligent link management, dynamic QR codes, and real-time analytics. It replaces Bitly, Google Analytics, Hotjar, and Mixpanel in a single to","Media, Marketing & Advertising Tech; Big Data & Analytics; Cloud Services; Digital Finance; Retail Tech; Analytics as a service; Data Analytics; Data Governance, Compliance & Security; Data Privacy / Protection; Data Visualisation"
SMA Services,"7D-50, Hall 7",Morocco,"SMA SERVICES is a Moroccan IT services and system integration company specializing in digital infrastructure, cybersecurity, and network solutions. We support public institutions and private organizat",
SMART COMPLIANCE by BE RIGHT,"22B-32, Hall 22",Morocco,"Companies operate in an increasingly complex regulatory landscape. Yet compliance is still managed through spreadsheets with no consolidated view, no traceability, and no control. The result: rising s",Artificial Intelligence; PropTech; Regulatory Technology; Cloud Services; Data Centres; Legal Tech; Compliance & Risk Management; Software as a Service - SaaS; Governance & Compliance; Chatbots / Virtual Assistant
Smartly AI,"17D-15, Hall 17",Morocco,"Smartly.AI provides enterprise AI solutions for banking, financial services, and large organizations. Our platform enables AI agents powered by RAG, tools, and multi-agent architectures to automate cu",Artificial Intelligence; Big Data & Analytics; Digital Finance; Interoperability / System Integration; Identity / Trust / Authentication; E-KYC; Billing / Invoicing Software; Artificial Intelligence; Natural Language Processing - NLP; Machine Learning
Smartway,"11D-40, Hall 11",Morocco,"What makes IT Road strong is the complementarity of our respective expertise.<br />
IT Road Group is a Moroccan consulting and IT services group that supports its clients in their digital transformati",Artificial Intelligence; 3D Printing & Printing Services; Big Data & Analytics; AgriTech & FoodTech; Cloud Services; Analytics; Analyst; Business Intelligence; Applications; Analytics as a service
SMATCH DIGITAL,"21B-32, Hall 21",Morocco,"Smatch Digital is a technology company empowering businesses with advanced digital transformation solutions. Leveraging expertise in IoT, artificial intelligence, cloud and data analytics, Smatch deli",Internet of Things (IOT); Artificial Intelligence; Coding and Development; IoT Solutions; Industrial IoT (IIoT) & Connectivity; Artificial Intelligence; Application Development; Web Development; Python; Machine Learning
"Societe Nationale de Garantie et du Financement de lâEntreprise ""SNGFE","9B-30, Hall 9",Morocco,"TAMWILCOM, institution financiÃ¨re publique marocaine forte de plus de 75 ans d'expertise, joue un rÃ´le central dans le financement des entreprises et le soutien de l'initiative privÃ©e. Ã travers d",
SOFRADIS,"10A-5, Hall 10",Morocco,"SOFRADIS Morocco is a leading industrial solutions provider specializing in product identification, traceability, and packaging systems. Established in 1987 and headquartered in Casablanca, the compan",3D Printing & Printing Services; AgriTech & FoodTech; Agricultural Machinery And Equipment; Solutions for component processing - Cutting tools and Accessories
Solya,"22D-07, Hall 22",Morocco,"Morocco has 15 million active bank accounts. A -73% customer satisfaction score. The system isn't broken. It was never built for people.<br />
Solya is Morocco's first neobank built for everyday Moroc",Artificial Intelligence; Coding and Development; Cloud Services; Incubator/Accelerator/Investment; Digital Finance; Big Data / Digitisation / Analytics; Banking Solutions; Asset Management / Personal Finance / Wealth Management; Crowd Funding; Core Banking Solutions
Sopra HR Software,"2A-2, Hall 2",Morocco,"Sopra HR Software, part of Sopra Steria Group, is a leading provider of HR and payroll solutions. Serving 900+ clients in over 50 countries, it manages HR processes for 12 million employees. With 2,00",
SOS VILLAGES D'ENFANTS MAROC,"20A-2, Hall 20",Morocco,SOS Villages dâEnfants Maroc is a non-profit organization dedicated to supporting children who have lost parental care or are at risk of losing it. As part of the global SOS Children's Villages fede,Artificial Intelligence; Big Data & Analytics; Blockchain; Cloud Services; Creative Economy; Data Extraction; Business Intelligence; Cloud Solutions; Data back-up; Loyalty
SPORTS LEADERS ACADEMY,TBC,Morocco,"Sports Leaders Academy is a Sportech startup building an integrated ecosystem for the sports industry in Africa. It combines education, career development, and digital solutions to address the gap bet","AgriTech & FoodTech; Digital Finance; Education Tech; Smart Cities; Media, Marketing & Advertising Tech; Education Technology Solutions; Sports; Educational Support & Other Service; Education & Training; Digital control systems"
SRA AFRIQUE,"11D-20, Hall 11",Morocco,"Filiale du groupe SRA depuis 2011, SRA AFRIQUE est un intÃ©grateur de solutions de gestion et de digitalisation basÃ© Ã  Casablanca. Nous accompagnons les entreprises marocaines et africaines dans l'o",HealthTech; Future Mobility & Transportation; Software Services; AgriTech & FoodTech; Cloud Services; Mobility Enterprise Solutions; HR Tech; Finance & Accounting Software; ERP (Enterprise Resource Planning) Software; Data Analytics & Automation
STOCKBOOKING,"22B-43, Hall 22",Morocco,"Stockbooking is a digital logistics platform (SaaS) that helps companies manage their supply chain and transportation.<br />
<br />
It operates as a B2B marketplace, connecting:<br />
<br />
companies",
Sunder AI,"TBC, TBC",Morocco,"Sunder AI deploys sovereign AI pipelines on dedicated NVIDIA edge infrastructure â zero cloud, zero data transfer. We serve healthcare, finance, and industry where data cannot leave the premises.<br","Artificial Intelligence; 3D Printing & Printing Services; Coding and Development; Digital Finance; Consumer Tech, Smart Home & Smart Workplace; Artificial Intelligence; Healthcare Electronics; Artificial Intelligence; Deep Learning Platforms; AI-optimized Hardware"
Surfood Save,"20D-121, Hall 20",Morocco,"Surfood Save est une startup foodtech engagÃ©e dans la lutte contre le gaspillage alimentaire. Elle propose une plateforme digitale qui connecte les commerces, restaurants et autres acteurs disposant ","Media, Marketing & Advertising Tech; Software Services; Incubator/Accelerator/Investment; Digital Finance; Digital Payment; Fund Raising and Investment; Audio, Pod Casts & Video Marketing; Influencer Marketing; CRM (Customer Relationship Management) Software"
SVB DEV,"22B-57, Hall 22",Morocco,SVB Dev is a software company delivering advanced digital solutions for the construction and real estate industries. Through its integrated suitesâSVB Smart Construction and SVB Smart Buildingâthe,"HealthTech; Media, Marketing & Advertising Tech; Smart Cities; PropTech; Data Centres; Facilities Management; Building Technology & Innovation; Smart Homes & Buildings; Construction Tech; AI & IoT"
SYSPACK,"10A-5, Hall 10",Morocco,"SYSPACK  specialize in automatic identification and traceability solutions using inkjet and laser marking, coding, labeling, barcode cards, and RFID.","3D Printing & Printing Services; Manufacturing preparation / pre-processing - Capacity planning software; Digitization / services / tool and die making - Industrial Tool and Die Making; Digitization / services / tool and die making - Data and IT security, protection of intellectual property"
Taalimai,"23C-10, Hall 23",Morocco,"TaalimAI is an EdTech startup dedicated to democratizing high-quality education for over 4 million Moroccan students. By providing an affordable, AI-powered tutoring platform, the company addresses th",Education Tech; EdTech & Smart Classroom Solution; Collaborative learning and technology; Artificial Intelligence & IOT
Tablati,"23D-08, Hall 23",Morocco,"Tablati is a cutting-edge digital solution designed for the hospitality and food service industry, enabling restaurants and hotels to streamline ordering and payment through QR codes. Our all-in-one p",Digital Finance; POS Machines & Payment Solutions; Payments / Wallets / Exchange Gateways; Loyalty; E-Payment Solutions
TACHRONE,"20B-87, Hall 20",Morocco,"Tachrone.ma is the first digital platform in Morocco specialized in professional networking within the construction and public works sector (Building and Civil Engineering).<br />
<br />
Our portal en",PropTech; Marketplaces; Digital Marketing; CRM; Construction Tech
Tajine Studio,"20D-44, Hall 20",Morocco,"Tajine Studio is a Morocco-based startup studio where bold ideas are not only incubated, but also actively developed into real ventures. Inspired by the essence of the tajine â a symbol of patience,",Future Mobility & Transportation; Software Services; Coding and Development; Incubator/Accelerator/Investment; Ecommerce; Mobility As A Service - Maas; Micromobility & E-Mobility; Fleet Management; Fleet & Logistics Solutions; Platforms
Talent Mind,"21B-30, Hall 21",Morocco,We are your trusted partner for strategic human resources management. Our main goal is to guide you to identify and align top talent that perfectly matches your companyâs needs. With tailored soluti,Software Services; Cloud Services; Retail Tech; Education Tech; HR Tech; HR systems and services; Employee Management - HR Management; Customer Experience & Retention - AI & Machine Learning; Talent and human capital management; Training or Recruitement
Tandeem,"22B-22, Hall 22",Morocco,"Tandeem is an all-in-one employee app designed to centralize smart compensation, internal communication and employee engagement in a single seamless experience. It helps companies enhance their value ",Software Services; Retail Tech; Education Tech; Mobile Applications; HR Tech; Application integration and infrastructure; Employee Management - HR Management; HR systems and services
Tandem AI,"17-D12, Hall 17",Morocco,Tandem is an AI-powered document automation platform built for financial institutions and other document-intensive industries. It helps banks and financial services providers accelerate and secure com,Artificial Intelligence; Big Data & Analytics; Digital Finance; Software Services; Application integration and infrastructure; Islamic Fintech / Shariya Compliant; InsureTech; Identity / Trust / Authentication; Cognitive computing; Chatbots / Virtual Assistant
TANGER MED SPECIAL AGENCY,"9B-20, Hall 9",Morocco,"Tanger Med Group operates and develops port, logistics and industrial platforms. It manages Tanger Med Port Complex, the leading port in the Mediterranean and Africa. Through Marsa Maroc it also manag",
TAP â AI HR Platform,"22B-17, Hall 22",Morocco,"TAP is an AI-powered recruitment and talent acceleration platform designed to improve how companies identify, evaluate, and hire talent across Morocco.<br />
<br />
We transform raw candidate profiles",Artificial Intelligence; Software Services; Big Data & Analytics; Retail Tech; Education Tech; Artificial Intelligence; Applications; Planning and Optimization; Machine Learning; Deep Learning Platforms
Tawadoo,"TBC, TBC",Morocco,"Tawadoo is redefining the e-commerce landscape in Morocco by merging a traditional marketplace with the excitement of live auctions. Designed for the modern Moroccan consumer, our platform utilizes cu","Media, Marketing & Advertising Tech; Artificial Intelligence; Retail Tech; Ecommerce; E-commerce & M-commerce - Social Commerce; E-commerce & M-commerce - Multi-Channel Solutions; E-commerce & M-commerce - Mobile Commerce; E-commerce & M-commerce - E-Commerce Platforms; E-commerce & M-commerce - Content Management Systems; Social Media Management & Monitoring"
Taxi Sahbi,"22C-34, Hall 22",Morocco,Taxi Sahbi is a fast-growing mobility platform transforming the traditional taxi sector in Morocco by digitizing licensed taxis at scale. Taxi Sahbi partners exclusively with officially licensed drive,Future Mobility & Transportation; Artificial Intelligence; Coding and Development; Mobility As A Service - Maas; Last Mile; Web Development; Java; Real time translation; Machine Learning
TEAL Technology Services,"4C-45, Hall 4",Morocco,"Teal supports organizations in the end-to-end transformation of their business processes, information systems, and industrial operations. Through our Business Solutions, Industrial Automation & Smart ","Cloud Services; Coding and Development; Cyber security; Artificial Intelligence; Big Data & Analytics; Software Development Security; Network & Infrastructure Security; Internet of Things (IoT) Security; Data Governance, Risk & Compliance; Cloud Security"
Technologies d'Or,"TBC, TBC",Morocco,,
TECHNOPARK MOROCCO,"9B-25, Hall 9",Morocco,"Technopark Morocco is one of the leading innovation hubs in North Africa, empowering startups, entrepreneurs, and tech companies to build, grow, and scale. As a cornerstone of Moroccoâs digital and ",Artificial Intelligence; Big Data & Analytics; Cloud Services; Incubator/Accelerator/Investment; Digital Finance; Open Source; IT Service Management - ITSM; Hybrid; DevOps; Cybersecurity
TECHSO GROUP,"6C-20, Hall 6",Morocco,TECHSO GROUP est un acteur de la cybersÃ©curitÃ© en Afrique et en Europe.<br />,
TELEDYNE,"3A-2, Hall 3",Morocco,"Acteur fortement engagÃ© sur le marchÃ© de la traÃ§abilitÃ© et de la transformation digitale, notre mission est d'Ãªtre un levier de performance pour nos clients en leur apportant tous les jours de la",
ThreatsEye,"23B-77, Hall 23",Morocco,ThreatsEye is an AI-powered cyber threat intelligence and risk monitoring platform helping organizations proactively identify and manage cyber threats beyond their perimeter. We monitor the surface we,Cyber security; Artificial Intelligence; Big Data & Analytics; Cloud Services; Intrusion Detection & Penetration Testing; Endpoint Protection & Mobile Security; Cloud Security; Applied Security; Data Extraction; Artificial Intelligence
TICSE LAB,TBC,Morocco,"We support a wide range of stakeholders including startups, public institutions, academia, and civil society in developing smart technology solutions powered by AI & IoT, with applications in greentec","3D Printing & Printing Services; HealthTech; Incubator/Accelerator/Investment; Internet of Things (IOT); Sustainability & Green Climate - Tech; Air Quality & Pollution; Wearables; Sensors, Smart lighting; IoT Solutions; Industrial IoT (IIoT) & Connectivity"
Tilmicode,"22D-16, Hall 22",Morocco,"The platform operates on two strategic pillars: advanced digital literacyâincluding coding, robotics, and cybersecurityâand personalized academic support aligned with the national curriculum. Thro",Artificial Intelligence; Coding and Development; Frontend Development; Backend Development; Artificial Intelligence; Speech Recognition; Real time translation; Optical character recognition (OCR); Natural Language Generation (NLG); Data Extraction
Timlog Solutions,"10E-7, Hall 10",Morocco,"TIMLOG SOLUTIONS est un organisme de formation et de conseil pluridisciplinaire opÃ©rant au Maroc.<br />
TIMLOG accompagne les entreprises et institutions dans le dÃ©veloppement des compÃ©tences, la t",Artificial Intelligence; Education Tech; Ecommerce; Vocational Training â Software & Hardware; Talent and human capital management; HR systems and services; Coaching and mentoring; Platforms; Machine Learning
Tookeez,"23D-09, Hall 23",Morocco,"Tookeez is a blockchain-powered ecosystem that transforms rewards into a digital currency, tkz. This solution addresses the inefficiencies of traditional rewarding programs targeting clients, partners",Blockchain; Digital Finance; Loyalty; E-Wallets; Digital Payment; Payments / Wallets / Exchange Gateways
TOP COMPUTER,"1B-20, Hall 1",Morocco,"Founded in 1988, Topcomputer now brings 38 years of expertise and stands as the leading IT and consumer solutions wholesaler in Morocco. A key player in the market, the company is a leading distributo","Consumer Tech, Smart Home & Smart Workplace; Education Tech; Smart Class Room Solution; Presentation equipment; Mobile learning solutions; Interactive Boards / Touch Panels; Educational Support & Other Service; EdTech & Smart Classroom Solution; Complete School Setup Solution; Video Systems & Equipment"
ToumAI,"20C-40, Hall 20",Morocco,"ToumAI is a voice-AI company specializing in multilingual and culturally aware conversational technologies for customer experience, quality monitoring, and conversational automation. <br />
Its platfo",Artificial Intelligence; Software Services; Big Data & Analytics; Retail Tech; Data & Analytics - Business Intelligence; Customer Experience & Retention - Customer Contact Centres; Customer Experience & Retention - Chatbots; Customer Experience & Retention - AI & Machine Learning; Data Science; Business Intelligence
TransitLoop,"TBC, TBC",Morocco,"TransitLoop is a mobility technology company building digital infrastructure for smarter, more connected urban transport systems. The company supports cities and transport operators in designing, depl",
Trustify,"23B-55, Hall 23",Morocco,"Did you know a single bad review can cost you 10 new customers? Trustify is an all-in-one AI platform designed to put businesses back in control of their customer experience and e-reputation.<br />
<b",Artificial Intelligence; Big Data & Analytics; Speech Recognition; Machine Learning; Data Extraction; Text Analytics; Social Media Data; Real-Time Analytics; Machine Learning; Data Analytics
UBSM,"7D-50, Hall 7",Morocco,"IntÃ©grateur d'Ã©quipements et de systÃ¨mes de rÃ©seaux informatique <br />
Importateur et Installateur d'Ã©quipement pour radio FM et TV<br />
Revendeurs Officiel des Ã©metteurs FM/TV ELELNOS<br />
D",5G & Telecommunications; Ecommerce; Networking & Infrastructure; Load Balancers; Intrusion Detection Systems; Gateways; Firewalls; Consulting System & Integration Services; Bridges; Telecoms & Mobility
UNIVERS AP,"3A-1, Hall 3",Morocco,"UNIVERS AP is a SAP Gold Partner consulting firm specializing in digital transformation and enterprise performance optimization. The company supports organizations in the implementation, integration, ",Cloud Services; Training or Recruitement; Software as a Service - SaaS; Public Cloud; Private Cloud; Migration; Infrastructure as a Service - IaaS; Hybrid; High Performance Computing - HPC; Enterprise Resource Planning - ERP
